% Edge sensor logfile normalized 'log_20240216_142915.360/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1708090156.3890 0 0 0 0 0 0 0 0  0.0000
1708090156.3971 0 0 0 0 0 0 0 0  0.0000
1708090156.4048 0 0 0 0 0 0 0 0  0.0000
1708090156.4129 0 0 0 0 0 0 0 0  0.0000
1708090156.4210 0 0 0 0 0 0 0 0  0.0000
1708090156.4289 0 0 0 0 0 0 0 0  0.0000
1708090156.4362 0 0 0 0 0 0 0 0  0.0000
1708090156.4443 0 0 0 0 0 0 0 0  0.0000
1708090156.4531 0 0 0 0 0 0 0 0  0.0000
1708090156.4602 0 0 0 0 0 0 0 0  0.0000
1708090156.4685 0 0 0 0 0 0 0 0  0.0000
1708090156.4766 0 0 0 0 0 0 0 0  0.0000
1708090156.4847 0 0 0 0 0 0 0 0  0.0000
1708090156.4928 0 0 0 0 0 0 0 0  0.0000
1708090156.5005 0 0 0 0 0 0 0 0  0.0000
1708090156.5086 0 0 0 0 0 0 0 0  0.0000
1708090156.5167 0 0 0 0 0 0 0 0  0.0000
1708090156.5248 0 0 0 0 0 0 0 0  0.0000
1708090156.5329 0 0 0 0 0 0 0 0  0.0000
1708090156.5410 0 0 0 0 0 0 0 0  0.0000
1708090156.5488 0 0 0 0 0 0 0 0  0.0000
1708090156.5569 0 0 0 0 0 0 0 0  0.0000
1708090156.5652 0 0 0 0 0 0 0 0  0.0000
1708090156.5729 0 0 0 0 0 0 0 0  0.0000
1708090156.5812 0 0 0 0 0 0 0 0  0.0000
1708090156.5882 0 0 0 0 0 0 0 0  0.0000
1708090156.5970 0 0 0 0 0 0 0 0  0.0000
1708090156.6051 0 0 0 0 0 0 0 0  0.0000
1708090156.6124 0 0 0 0 0 0 0 0  0.0000
1708090156.6212 0 0 0 0 0 0 0 0  0.0000
1708090156.6284 0 0 0 0 0 0 0 0  0.0000
1708090156.6365 0 0 0 0 0 0 0 0  0.0000
1708090156.6444 0 0 0 0 0 0 0 0  0.0000
1708090156.6524 0 0 0 0 0 0 0 0  0.0000
1708090156.6607 0 0 0 0 0 0 0 0  0.0000
1708090156.6685 0 0 0 0 0 0 0 0  0.0000
1708090156.6768 0 0 0 0 0 0 0 0  0.0000
1708090156.6849 0 0 0 0 0 0 0 0  0.0000
1708090156.6927 0 0 0 0 0 0 0 0  0.0000
1708090156.7010 0 0 0 0 0 0 0 0  0.0000
1708090156.7091 0 0 0 0 0 0 0 0  0.0000
1708090156.7168 0 0 0 0 0 0 0 0  0.0000
1708090156.7251 0 0 0 0 0 0 0 0  0.0000
1708090156.7332 0 0 0 0 0 0 0 0  0.0000
1708090156.7410 0 0 0 0 0 0 0 0  0.0000
1708090156.7483 0 0 0 0 0 0 0 0  0.0000
1708090156.7564 0 0 0 0 0 0 0 0  0.0000
1708090156.7652 0 0 0 0 0 0 0 0  0.0000
1708090156.7723 0 0 0 0 0 0 0 0  0.0000
1708090156.7806 0 0 0 0 0 0 0 0  0.0000
1708090156.7884 0 0 0 0 0 0 0 0  0.0000
1708090156.7967 0 0 0 0 0 0 0 0  0.0000
1708090156.8048 0 0 0 0 0 0 0 0  0.0000
1708090156.8125 0 0 0 0 0 0 0 0  0.0000
1708090156.8206 0 0 0 0 0 0 0 0  0.0000
1708090156.8288 0 0 0 0 0 0 0 0  0.0000
1708090156.8372 0 0 0 0 0 0 0 0  0.0000
1708090156.8448 0 0 0 0 0 0 0 0  0.0000
1708090156.8524 0 0 0 0 0 0 0 0  0.0000
1708090156.8605 0 0 0 0 0 0 0 0  0.0000
1708090156.8683 0 0 0 0 0 0 0 0  0.0000
1708090156.8764 0 0 0 0 0 0 0 0  0.0000
1708090156.8848 0 0 0 0 0 0 0 0  0.0000
1708090156.8925 0 0 0 0 0 0 0 0  0.0000
1708090156.9012 0 0 0 0 0 0 0 0  0.0000
1708090156.9083 0 0 0 0 0 0 0 0  0.0000
1708090156.9170 0 0 0 0 0 0 0 0  0.0000
1708090156.9245 0 0 0 0 0 0 0 0  0.0000
1708090156.9326 0 0 0 0 0 0 0 0  0.0000
1708090156.9412 0 0 0 0 0 0 0 0  0.0000
1708090156.9487 0 0 0 0 0 0 0 0  0.0000
1708090156.9568 0 0 0 0 0 0 0 0  0.0000
1708090156.9648 0 0 0 0 0 0 0 0  0.0000
1708090156.9728 0 0 0 0 0 0 0 0  0.0000
1708090156.9812 0 0 0 0 0 0 0 0  0.0000
1708090156.9888 0 0 0 0 0 0 0 0  0.0000
1708090156.9964 0 0 0 0 0 0 0 0  0.0000
1708090157.0045 0 0 0 0 0 0 0 0  0.0000
1708090157.0132 0 0 0 0 0 0 0 0  0.0000
1708090157.0204 0 0 0 0 0 0 0 0  0.0000
1708090157.0289 0 0 0 0 0 0 0 0  0.0000
1708090157.0367 0 0 0 0 0 0 0 0  0.0000
1708090157.0443 0 0 0 0 0 0 0 0  0.0000
1708090157.0524 0 0 0 0 0 0 0 0  0.0000
1708090157.0606 0 0 0 0 0 0 0 0  0.0000
1708090157.0682 0 0 0 0 0 0 0 0  0.0000
1708090157.0767 0 0 0 0 0 0 0 0  0.0000
1708090157.0844 0 0 0 0 0 0 0 0  0.0000
1708090157.0932 0 0 0 0 0 0 0 0  0.0000
1708090157.1003 0 0 0 0 0 0 0 0  0.0000
1708090157.1084 0 0 0 0 0 0 0 0  0.0000
1708090157.1171 0 0 0 0 0 0 0 0  0.0000
