% Edge sensor logfile normalized 'log_20240214_123342.369/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1707910426.5863 0 0 0 0 0 0 0 0  0.0000
1707910426.5951 0 0 0 0 0 0 0 0  0.0000
1707910426.6022 0 0 0 0 0 0 0 0  0.0000
1707910426.6105 0 0 0 0 0 0 0 0  0.0000
1707910426.6182 0 0 0 0 0 0 0 0  0.0000
1707910426.6262 0 0 0 0 0 0 0 0  0.0000
1707910426.6344 0 0 0 0 0 0 0 0  0.0000
1707910426.6423 0 0 0 0 0 0 0 0  0.0000
1707910426.6504 0 0 0 0 0 0 0 0  0.0000
1707910426.6586 0 0 0 0 0 0 0 0  0.0000
1707910426.6664 0 0 0 0 0 0 0 0  0.0000
1707910426.6744 0 0 0 0 0 0 0 0  0.0000
1707910426.6827 0 0 0 0 0 0 0 0  0.0000
1707910426.6904 0 0 0 0 0 0 0 0  0.0000
1707910426.6985 0 0 0 0 0 0 0 0  0.0000
1707910426.7068 0 0 0 0 0 0 0 0  0.0000
1707910426.7145 0 0 0 0 0 0 0 0  0.0000
1707910426.7226 0 0 0 0 0 0 0 0  0.0000
1707910426.7309 0 0 0 0 0 0 0 0  0.0000
1707910426.7387 0 0 0 0 0 0 0 0  0.0000
1707910426.7469 0 0 0 0 0 0 0 0  0.0000
1707910426.7550 0 0 0 0 0 0 0 0  0.0000
1707910426.7627 0 0 0 0 0 0 0 0  0.0000
1707910426.7708 0 0 0 0 0 0 0 0  0.0000
1707910426.7789 0 0 0 0 0 0 0 0  0.0000
1707910426.7868 0 0 0 0 0 0 0 0  0.0000
1707910426.7950 0 0 0 0 0 0 0 0  0.0000
1707910426.8031 0 0 0 0 0 0 0 0  0.0000
1707910426.8109 0 0 0 0 0 0 0 0  0.0000
1707910426.8189 0 0 0 0 0 0 0 0  0.0000
1707910426.8270 0 0 0 0 0 0 0 0  0.0000
1707910426.8351 0 0 0 0 0 0 0 0  0.0000
1707910426.8431 0 0 0 0 0 0 0 0  0.0000
1707910426.8511 0 0 0 0 0 0 0 0  0.0000
1707910426.8589 0 0 0 0 0 0 0 0  0.0000
1707910426.8670 0 0 0 0 0 0 0 0  0.0000
1707910426.8750 0 0 0 0 0 0 0 0  0.0000
1707910426.8822 0 0 0 0 0 0 0 0  0.0000
1707910426.8903 0 0 0 0 0 0 0 0  0.0000
1707910426.8984 0 0 0 0 0 0 0 0  0.0000
1707910426.9061 0 0 0 0 0 0 0 0  0.0000
1707910426.9142 0 0 0 0 0 0 0 0  0.0000
1707910426.9223 0 0 0 0 0 0 0 0  0.0000
1707910426.9307 0 0 0 0 0 0 0 0  0.0000
1707910426.9388 0 0 0 0 0 0 0 0  0.0000
1707910426.9469 0 0 0 0 0 0 0 0  0.0000
1707910426.9547 0 0 0 0 0 0 0 0  0.0000
1707910426.9627 0 0 0 0 0 0 0 0  0.0000
1707910426.9710 0 0 0 0 0 0 0 0  0.0000
1707910426.9788 0 0 0 0 0 0 0 0  0.0000
1707910426.9871 0 0 0 0 0 0 0 0  0.0000
1707910426.9951 0 0 0 0 0 0 0 0  0.0000
1707910427.0028 0 0 0 0 0 0 0 0  0.0000
1707910427.0110 0 0 0 0 0 0 0 0  0.0000
1707910427.0183 0 0 0 0 0 0 0 0  0.0000
1707910427.0271 0 0 0 0 0 0 0 0  0.0000
1707910427.0343 0 0 0 0 0 0 0 0  0.0000
1707910427.0424 0 0 0 0 0 0 0 0  0.0000
1707910427.0502 0 0 0 0 0 0 0 0  0.0000
1707910427.0583 0 0 0 0 0 0 0 0  0.0000
1707910427.0665 0 0 0 0 0 0 0 0  0.0000
1707910427.0743 0 0 0 0 0 0 0 0  0.0000
1707910427.0825 0 0 0 0 0 0 0 0  0.0000
1707910427.0906 0 0 0 0 0 0 0 0  0.0000
1707910427.0983 0 0 0 0 0 0 0 0  0.0000
1707910427.1066 0 0 0 0 0 0 0 0  0.0000
1707910427.1147 0 0 0 0 0 0 0 0  0.0000
1707910427.1224 0 0 0 0 0 0 0 0  0.0000
1707910427.1306 0 0 0 0 0 0 0 0  0.0000
1707910427.1387 0 0 0 0 0 0 0 0  0.0000
1707910427.1464 0 0 0 0 0 0 0 0  0.0000
1707910427.1546 0 0 0 0 0 0 0 0  0.0000
1707910427.1627 0 0 0 0 0 0 0 0  0.0000
1707910427.1704 0 0 0 0 0 0 0 0  0.0000
1707910427.1784 0 0 0 0 0 0 0 0  0.0000
1707910427.1871 0 0 0 0 0 0 0 0  0.0000
1707910427.1955 0 0 0 0 0 0 0 0  0.0000
1707910427.2029 0 0 0 0 0 0 0 0  0.0000
1707910427.2105 0 0 0 0 0 0 0 0  0.0000
1707910427.2185 0 0 0 0 0 0 0 0  0.0000
1707910427.2271 0 0 0 0 0 0 0 0  0.0000
1707910427.2350 0 0 0 0 0 0 0 0  0.0000
1707910427.2423 0 0 0 0 0 0 0 0  0.0000
1707910427.2510 0 0 0 0 0 0 0 0  0.0000
1707910427.2586 0 0 0 0 0 0 0 0  0.0000
1707910427.2666 0 0 0 0 0 0 0 0  0.0000
1707910427.2741 0 0 0 0 0 0 0 0  0.0000
1707910427.2832 0 0 0 0 0 0 0 0  0.0000
1707910427.2905 0 0 0 0 0 0 0 0  0.0000
1707910427.2991 0 0 0 0 0 0 0 0  0.0000
1707910427.3067 0 0 0 0 0 0 0 0  0.0000
1707910427.3147 0 0 0 0 0 0 0 0  0.0000
1707910427.3223 0 0 0 0 0 0 0 0  0.0000
1707910427.3306 0 0 0 0 0 0 0 0  0.0000
1707910427.3386 0 0 0 0 0 0 0 0  0.0000
1707910427.3472 0 0 0 0 0 0 0 0  0.0000
1707910427.3548 0 0 0 0 0 0 0 0  0.0000
1707910427.3627 0 0 0 0 0 0 0 0  0.0000
1707910427.3702 0 0 0 0 0 0 0 0  0.0000
1707910427.3782 0 0 0 0 0 0 0 0  0.0000
1707910427.3866 0 0 0 0 0 0 0 0  0.0000
1707910427.3952 0 0 0 0 0 0 0 0  0.0000
1707910427.4028 0 0 0 0 0 0 0 0  0.0000
1707910427.4108 0 0 0 0 0 0 0 0  0.0000
1707910427.4185 0 0 0 0 0 0 0 0  0.0000
1707910427.4264 0 0 0 0 0 0 0 0  0.0000
1707910427.4350 0 0 0 0 0 0 0 0  0.0000
1707910427.4426 0 0 0 0 0 0 0 0  0.0000
1707910427.4502 0 0 0 0 0 0 0 0  0.0000
1707910427.4582 0 0 0 0 0 0 0 0  0.0000
1707910427.4671 0 0 0 0 0 0 0 0  0.0000
1707910427.4748 0 0 0 0 0 0 0 0  0.0000
1707910427.4832 0 0 0 0 0 0 0 0  0.0000
1707910427.4906 0 0 0 0 0 0 0 0  0.0000
1707910427.4982 0 0 0 0 0 0 0 0  0.0000
1707910427.5062 0 0 0 0 0 0 0 0  0.0000
1707910427.5142 0 0 0 0 0 0 0 0  0.0000
1707910427.5229 0 0 0 0 0 0 0 0  0.0000
1707910427.5312 0 0 0 0 0 0 0 0  0.0000
1707910427.5387 0 0 0 0 0 0 0 0  0.0000
1707910427.5462 0 0 0 0 0 0 0 0  0.0000
1707910427.5547 0 0 0 0 0 0 0 0  0.0000
1707910427.5622 0 0 0 0 0 0 0 0  0.0000
1707910427.5707 0 0 0 0 0 0 0 0  0.0000
1707910427.5787 0 0 0 0 0 0 0 0  0.0000
1707910427.5866 0 0 0 0 0 0 0 0  0.0000
1707910427.5952 0 0 0 0 0 0 0 0  0.0000
1707910427.6025 0 0 0 0 0 0 0 0  0.0000
1707910427.6111 0 0 0 0 0 0 0 0  0.0000
1707910427.6187 0 0 0 0 0 0 0 0  0.0000
1707910427.6267 0 0 0 0 0 0 0 0  0.0000
1707910427.6347 0 0 0 0 0 0 0 0  0.0000
1707910427.6424 0 0 0 0 0 0 0 0  0.0000
1707910427.6510 0 0 0 0 0 0 0 0  0.0000
1707910427.6586 0 0 0 0 0 0 0 0  0.0000
1707910427.6663 0 0 0 0 0 0 0 0  0.0000
1707910427.6744 0 0 0 0 0 0 0 0  0.0000
1707910427.6823 0 0 0 0 0 0 0 0  0.0000
1707910427.6903 0 0 0 0 0 0 0 0  0.0000
1707910427.6984 0 0 0 0 0 0 0 0  0.0000
1707910427.7070 0 0 0 0 0 0 0 0  0.0000
1707910427.7147 0 0 0 0 0 0 0 0  0.0000
1707910427.7228 0 0 0 0 0 0 0 0  0.0000
1707910427.7307 0 0 0 0 0 0 0 0  0.0000
1707910427.7387 0 0 0 0 0 0 0 0  0.0000
1707910427.7468 0 0 0 0 0 0 0 0  0.0000
1707910427.7543 0 0 0 0 0 0 0 0  0.0000
1707910427.7630 0 0 0 0 0 0 0 0  0.0000
1707910427.7712 0 0 0 0 0 0 0 0  0.0000
1707910427.7788 0 0 0 0 0 0 0 0  0.0000
1707910427.7871 0 0 0 0 0 0 0 0  0.0000
1707910427.7942 0 0 0 0 0 0 0 0  0.0000
1707910427.8028 0 0 0 0 0 0 0 0  0.0000
1707910427.8103 0 0 0 0 0 0 0 0  0.0000
1707910427.8184 0 0 0 0 0 0 0 0  0.0000
1707910427.8262 0 0 0 0 0 0 0 0  0.0000
1707910427.8351 0 0 0 0 0 0 0 0  0.0000
1707910427.8432 0 0 0 0 0 0 0 0  0.0000
1707910427.8507 0 0 0 0 0 0 0 0  0.0000
1707910427.8584 0 0 0 0 0 0 0 0  0.0000
1707910427.8665 0 0 0 0 0 0 0 0  0.0000
1707910427.8745 0 0 0 0 0 0 0 0  0.0000
1707910427.8824 0 0 0 0 0 0 0 0  0.0000
1707910427.8905 0 0 0 0 0 0 0 0  0.0000
1707910427.8982 0 0 0 0 0 0 0 0  0.0000
1707910427.9068 0 0 0 0 0 0 0 0  0.0000
1707910427.9152 0 0 0 0 0 0 0 0  0.0000
1707910427.9227 0 0 0 0 0 0 0 0  0.0000
1707910427.9310 0 0 0 0 0 0 0 0  0.0000
1707910427.9391 0 0 0 0 0 0 0 0  0.0000
1707910427.9467 0 0 0 0 0 0 0 0  0.0000
1707910427.9544 0 0 0 0 0 0 0 0  0.0000
1707910427.9628 0 0 0 0 0 0 0 0  0.0000
1707910427.9704 0 0 0 0 0 0 0 0  0.0000
1707910427.9790 0 0 0 0 0 0 0 0  0.0000
1707910427.9862 0 0 0 0 0 0 0 0  0.0000
1707910427.9948 0 0 0 0 0 0 0 0  0.0000
1707910428.0024 0 0 0 0 0 0 0 0  0.0000
1707910428.0109 0 0 0 0 0 0 0 0  0.0000
1707910428.0184 0 0 0 0 0 0 0 0  0.0000
1707910428.0271 0 0 0 0 0 0 0 0  0.0000
1707910428.0344 0 0 0 0 0 0 0 0  0.0000
1707910428.0431 0 0 0 0 0 0 0 0  0.0000
1707910428.0512 0 0 0 0 0 0 0 0  0.0000
1707910428.0592 0 0 0 0 0 0 0 0  0.0000
1707910428.0668 0 0 0 0 0 0 0 0  0.0000
1707910428.0743 0 0 0 0 0 0 0 0  0.0000
1707910428.0827 0 0 0 0 0 0 0 0  0.0000
1707910428.0902 0 0 0 0 0 0 0 0  0.0000
1707910428.0992 0 0 0 0 0 0 0 0  0.0000
1707910428.1064 0 0 0 0 0 0 0 0  0.0000
1707910428.1150 0 0 0 0 0 0 0 0  0.0000
1707910428.1227 0 0 0 0 0 0 0 0  0.0000
1707910428.1310 0 0 0 0 0 0 0 0  0.0000
1707910428.1386 0 0 0 0 0 0 0 0  0.0000
1707910428.1466 0 0 0 0 0 0 0 0  0.0000
1707910428.1546 0 0 0 0 0 0 0 0  0.0000
1707910428.1622 0 0 0 0 0 0 0 0  0.0000
1707910428.1711 0 0 0 0 0 0 0 0  0.0000
1707910428.1791 0 0 0 0 0 0 0 0  0.0000
1707910428.1863 0 0 0 0 0 0 0 0  0.0000
1707910428.1952 0 0 0 0 0 0 0 0  0.0000
1707910428.2032 0 0 0 0 0 0 0 0  0.0000
1707910428.2109 0 0 0 0 0 0 0 0  0.0000
1707910428.2185 0 0 0 0 0 0 0 0  0.0000
1707910428.2266 0 0 0 0 0 0 0 0  0.0000
1707910428.2350 0 0 0 0 0 0 0 0  0.0000
1707910428.2426 0 0 0 0 0 0 0 0  0.0000
1707910428.2506 0 0 0 0 0 0 0 0  0.0000
1707910428.2583 0 0 0 0 0 0 0 0  0.0000
1707910428.2671 0 0 0 0 0 0 0 0  0.0000
1707910428.2745 0 0 0 0 0 0 0 0  0.0000
1707910428.2823 0 0 0 0 0 0 0 0  0.0000
1707910428.2910 0 0 0 0 0 0 0 0  0.0000
1707910428.2990 0 0 0 0 0 0 0 0  0.0000
1707910428.3066 0 0 0 0 0 0 0 0  0.0000
1707910428.3143 0 0 0 0 0 0 0 0  0.0000
1707910428.3228 0 0 0 0 0 0 0 0  0.0000
1707910428.3306 0 0 0 0 0 0 0 0  0.0000
1707910428.3382 0 0 0 0 0 0 0 0  0.0000
1707910428.3463 0 0 0 0 0 0 0 0  0.0000
1707910428.3549 0 0 0 0 0 0 0 0  0.0000
1707910428.3626 0 0 0 0 0 0 0 0  0.0000
1707910428.3711 0 0 0 0 0 0 0 0  0.0000
1707910428.3787 0 0 0 0 0 0 0 0  0.0000
1707910428.3865 0 0 0 0 0 0 0 0  0.0000
1707910428.3946 0 0 0 0 0 0 0 0  0.0000
1707910428.4032 0 0 0 0 0 0 0 0  0.0000
1707910428.4110 0 0 0 0 0 0 0 0  0.0000
1707910428.4191 0 0 0 0 0 0 0 0  0.0000
1707910428.4266 0 0 0 0 0 0 0 0  0.0000
1707910428.4349 0 0 0 0 0 0 0 0  0.0000
1707910428.4432 0 0 0 0 0 0 0 0  0.0000
1707910428.4511 0 0 0 0 0 0 0 0  0.0000
1707910428.4583 0 0 0 0 0 0 0 0  0.0000
1707910428.4664 0 0 0 0 0 0 0 0  0.0000
1707910428.4751 0 0 0 0 0 0 0 0  0.0000
1707910428.4832 0 0 0 0 0 0 0 0  0.0000
1707910428.4902 0 0 0 0 0 0 0 0  0.0000
1707910428.4990 0 0 0 0 0 0 0 0  0.0000
1707910428.5071 0 0 0 0 0 0 0 0  0.0000
1707910428.5152 0 0 0 0 0 0 0 0  0.0000
1707910428.5228 0 0 0 0 0 0 0 0  0.0000
1707910428.5308 0 0 0 0 0 0 0 0  0.0000
1707910428.5390 0 0 0 0 0 0 0 0  0.0000
1707910428.5470 0 0 0 0 0 0 0 0  0.0000
1707910428.5548 0 0 0 0 0 0 0 0  0.0000
1707910428.5631 0 0 0 0 0 0 0 0  0.0000
1707910428.5711 0 0 0 0 0 0 0 0  0.0000
1707910428.5791 0 0 0 0 0 0 0 0  0.0000
1707910428.5867 0 0 0 0 0 0 0 0  0.0000
1707910428.5951 0 0 0 0 0 0 0 0  0.0000
1707910428.6032 0 0 0 0 0 0 0 0  0.0000
1707910428.6110 0 0 0 0 0 0 0 0  0.0000
1707910428.6192 0 0 0 0 0 0 0 0  0.0000
1707910428.6263 0 0 0 0 0 0 0 0  0.0000
1707910428.6346 0 0 0 0 0 0 0 0  0.0000
1707910428.6428 0 0 0 0 0 0 0 0  0.0000
1707910428.6508 0 0 0 0 0 0 0 0  0.0000
1707910428.6585 0 0 0 0 0 0 0 0  0.0000
1707910428.6666 0 0 0 0 0 0 0 0  0.0000
1707910428.6748 0 0 0 0 0 0 0 0  0.0000
1707910428.6830 0 0 0 0 0 0 0 0  0.0000
1707910428.6911 0 0 0 0 0 0 0 0  0.0000
1707910428.6982 0 0 0 0 0 0 0 0  0.0000
1707910428.7071 0 0 0 0 0 0 0 0  0.0000
1707910428.7152 0 0 0 0 0 0 0 0  0.0000
1707910428.7223 0 0 0 0 0 0 0 0  0.0000
1707910428.7305 0 0 0 0 0 0 0 0  0.0000
1707910428.7387 0 0 0 0 0 0 0 0  0.0000
1707910428.7469 0 0 0 0 0 0 0 0  0.0000
1707910428.7547 0 0 0 0 0 0 0 0  0.0000
1707910428.7628 0 0 0 0 0 0 0 0  0.0000
1707910428.7712 0 0 0 0 0 0 0 0  0.0000
1707910428.7790 0 0 0 0 0 0 0 0  0.0000
1707910428.7863 0 0 0 0 0 0 0 0  0.0000
1707910428.7944 0 0 0 0 0 0 0 0  0.0000
1707910428.8022 0 0 0 0 0 0 0 0  0.0000
1707910428.8104 0 0 0 0 0 0 0 0  0.0000
1707910428.8187 0 0 0 0 0 0 0 0  0.0000
1707910428.8265 0 0 0 0 0 0 0 0  0.0000
1707910428.8349 0 0 0 0 0 0 0 0  0.0000
1707910428.8430 0 0 0 0 0 0 0 0  0.0000
1707910428.8508 0 0 0 0 0 0 0 0  0.0000
1707910428.8589 0 0 0 0 0 0 0 0  0.0000
1707910428.8663 0 0 0 0 0 0 0 0  0.0000
1707910428.8752 0 0 0 0 0 0 0 0  0.0000
1707910428.8824 0 0 0 0 0 0 0 0  0.0000
1707910428.8906 0 0 0 0 0 0 0 0  0.0000
1707910428.8985 0 0 0 0 0 0 0 0  0.0000
1707910428.9069 0 0 0 0 0 0 0 0  0.0000
1707910428.9150 0 0 0 0 0 0 0 0  0.0000
1707910428.9228 0 0 0 0 0 0 0 0  0.0000
1707910428.9303 0 0 0 0 0 0 0 0  0.0000
1707910428.9384 0 0 0 0 0 0 0 0  0.0000
1707910428.9462 0 0 0 0 0 0 0 0  0.0000
1707910428.9546 0 0 0 0 0 0 0 0  0.0000
1707910428.9627 0 0 0 0 0 0 0 0  0.0000
1707910428.9706 0 0 0 0 0 0 0 0  0.0000
1707910428.9787 0 0 0 0 0 0 0 0  0.0000
1707910428.9871 0 0 0 0 0 0 0 0  0.0000
1707910428.9951 0 0 0 0 0 0 0 0  0.0000
1707910429.0032 0 0 0 0 0 0 0 0  0.0000
1707910429.0103 0 0 0 0 0 0 0 0  0.0000
1707910429.0192 0 0 0 0 0 0 0 0  0.0000
1707910429.0272 0 0 0 0 0 0 0 0  0.0000
1707910429.0346 0 0 0 0 0 0 0 0  0.0000
1707910429.0425 0 0 0 0 0 0 0 0  0.0000
1707910429.0507 0 0 0 0 0 0 0 0  0.0000
1707910429.0588 0 0 0 0 0 0 0 0  0.0000
1707910429.0666 0 0 0 0 0 0 0 0  0.0000
1707910429.0747 0 0 0 0 0 0 0 0  0.0000
1707910429.0829 0 0 0 0 0 0 0 0  0.0000
1707910429.0909 0 0 0 0 0 0 0 0  0.0000
1707910429.0991 0 0 0 0 0 0 0 0  0.0000
1707910429.1072 0 0 0 0 0 0 0 0  0.0000
1707910429.1150 0 0 0 0 0 0 0 0  0.0000
1707910429.1231 0 0 0 0 0 0 0 0  0.0000
1707910429.1306 0 0 0 0 0 0 0 0  0.0000
1707910429.1384 0 0 0 0 0 0 0 0  0.0000
1707910429.1465 0 0 0 0 0 0 0 0  0.0000
1707910429.1546 0 0 0 0 0 0 0 0  0.0000
1707910429.1624 0 0 0 0 0 0 0 0  0.0000
1707910429.1705 0 0 0 0 0 0 0 0  0.0000
1707910429.1788 0 0 0 0 0 0 0 0  0.0000
1707910429.1868 0 0 0 0 0 0 0 0  0.0000
1707910429.1949 0 0 0 0 0 0 0 0  0.0000
1707910429.2031 0 0 0 0 0 0 0 0  0.0000
1707910429.2109 0 0 0 0 0 0 0 0  0.0000
1707910429.2190 0 0 0 0 0 0 0 0  0.0000
1707910429.2262 0 0 0 0 0 0 0 0  0.0000
1707910429.2343 0 0 0 0 0 0 0 0  0.0000
1707910429.2423 0 0 0 0 0 0 0 0  0.0000
1707910429.2504 0 0 0 0 0 0 0 0  0.0000
1707910429.2592 0 0 0 0 0 0 0 0  0.0000
1707910429.2666 0 0 0 0 0 0 0 0  0.0000
1707910429.2747 0 0 0 0 0 0 0 0  0.0000
1707910429.2827 0 0 0 0 0 0 0 0  0.0000
1707910429.2908 0 0 0 0 0 0 0 0  0.0000
1707910429.2986 0 0 0 0 0 0 0 0  0.0000
1707910429.3068 0 0 0 0 0 0 0 0  0.0000
1707910429.3149 0 0 0 0 0 0 0 0  0.0000
1707910429.3227 0 0 0 0 0 0 0 0  0.0000
1707910429.3312 0 0 0 0 0 0 0 0  0.0000
1707910429.3389 0 0 0 0 0 0 0 0  0.0000
1707910429.3465 0 0 0 0 0 0 0 0  0.0000
1707910429.3551 0 0 0 0 0 0 0 0  0.0000
1707910429.3628 0 0 0 0 0 0 0 0  0.0000
1707910429.3706 0 0 0 0 0 0 0 0  0.0000
1707910429.3787 0 0 0 0 0 0 0 0  0.0000
1707910429.3868 0 0 0 0 0 0 0 0  0.0000
1707910429.3944 0 0 0 0 0 0 0 0  0.0000
1707910429.4029 0 0 0 0 0 0 0 0  0.0000
1707910429.4104 0 0 0 0 0 0 0 0  0.0000
1707910429.4189 0 0 0 0 0 0 0 0  0.0000
1707910429.4271 0 0 0 0 0 0 0 0  0.0000
1707910429.4352 0 0 0 0 0 0 0 0  0.0000
1707910429.4426 0 0 0 0 0 0 0 0  0.0000
1707910429.4509 0 0 0 0 0 0 0 0  0.0000
1707910429.4585 0 0 0 0 0 0 0 0  0.0000
1707910429.4671 0 0 0 0 0 0 0 0  0.0000
1707910429.4751 0 0 0 0 0 0 0 0  0.0000
1707910429.4828 0 0 0 0 0 0 0 0  0.0000
1707910429.4907 0 0 0 0 0 0 0 0  0.0000
1707910429.4987 0 0 0 0 0 0 0 0  0.0000
1707910429.5072 0 0 0 0 0 0 0 0  0.0000
1707910429.5147 0 0 0 0 0 0 0 0  0.0000
1707910429.5227 0 0 0 0 0 0 0 0  0.0000
1707910429.5305 0 0 0 0 0 0 0 0  0.0000
1707910429.5384 0 0 0 0 0 0 0 0  0.0000
1707910429.5464 0 0 0 0 0 0 0 0  0.0000
1707910429.5550 0 0 0 0 0 0 0 0  0.0000
1707910429.5625 0 0 0 0 0 0 0 0  0.0000
1707910429.5705 0 0 0 0 0 0 0 0  0.0000
1707910429.5791 0 0 0 0 0 0 0 0  0.0000
1707910429.5871 0 0 0 0 0 0 0 0  0.0000
1707910429.5943 0 0 0 0 0 0 0 0  0.0000
1707910429.6030 0 0 0 0 0 0 0 0  0.0000
1707910429.6107 0 0 0 0 0 0 0 0  0.0000
1707910429.6188 0 0 0 0 0 0 0 0  0.0000
1707910429.6269 0 0 0 0 0 0 0 0  0.0000
1707910429.6349 0 0 0 0 0 0 0 0  0.0000
1707910429.6430 0 0 0 0 0 0 0 0  0.0000
1707910429.6506 0 0 0 0 0 0 0 0  0.0000
1707910429.6583 0 0 0 0 0 0 0 0  0.0000
1707910429.6665 0 0 0 0 0 0 0 0  0.0000
1707910429.6745 0 0 0 0 0 0 0 0  0.0000
1707910429.6826 0 0 0 0 0 0 0 0  0.0000
1707910429.6907 0 0 0 0 0 0 0 0  0.0000
1707910429.6984 0 0 0 0 0 0 0 0  0.0000
1707910429.7069 0 0 0 0 0 0 0 0  0.0000
1707910429.7153 0 0 0 0 0 0 0 0  0.0000
1707910429.7227 0 0 0 0 0 0 0 0  0.0000
1707910429.7305 0 0 0 0 0 0 0 0  0.0000
1707910429.7384 0 0 0 0 0 0 0 0  0.0000
1707910429.7470 0 0 0 0 0 0 0 0  0.0000
1707910429.7545 0 0 0 0 0 0 0 0  0.0000
1707910429.7629 0 0 0 0 0 0 0 0  0.0000
1707910429.7705 0 0 0 0 0 0 0 0  0.0000
1707910429.7790 0 0 0 0 0 0 0 0  0.0000
1707910429.7863 0 0 0 0 0 0 0 0  0.0000
1707910429.7948 0 0 0 0 0 0 0 0  0.0000
1707910429.8027 0 0 0 0 0 0 0 0  0.0000
1707910429.8112 0 0 0 0 0 0 0 0  0.0000
1707910429.8188 0 0 0 0 0 0 0 0  0.0000
1707910429.8264 0 0 0 0 0 0 0 0  0.0000
1707910429.8348 0 0 0 0 0 0 0 0  0.0000
1707910429.8425 0 0 0 0 0 0 0 0  0.0000
1707910429.8505 0 0 0 0 0 0 0 0  0.0000
1707910429.8585 0 0 0 0 0 0 0 0  0.0000
1707910429.8671 0 0 0 0 0 0 0 0  0.0000
1707910429.8747 0 0 0 0 0 0 0 0  0.0000
1707910429.8831 0 0 0 0 0 0 0 0  0.0000
1707910429.8907 0 0 0 0 0 0 0 0  0.0000
1707910429.8989 0 0 0 0 0 0 0 0  0.0000
1707910429.9071 0 0 0 0 0 0 0 0  0.0000
1707910429.9147 0 0 0 0 0 0 0 0  0.0000
1707910429.9224 0 0 0 0 0 0 0 0  0.0000
1707910429.9313 0 0 0 0 0 0 0 0  0.0000
1707910429.9390 0 0 0 0 0 0 0 0  0.0000
1707910429.9470 0 0 0 0 0 0 0 0  0.0000
1707910429.9551 0 0 0 0 0 0 0 0  0.0000
1707910429.9626 0 0 0 0 0 0 0 0  0.0000
1707910429.9703 0 0 0 0 0 0 0 0  0.0000
1707910429.9784 0 0 0 0 0 0 0 0  0.0000
1707910429.9868 0 0 0 0 0 0 0 0  0.0000
1707910429.9946 0 0 0 0 0 0 0 0  0.0000
1707910430.0026 0 0 0 0 0 0 0 0  0.0000
1707910430.0111 0 0 0 0 0 0 0 0  0.0000
1707910430.0186 0 0 0 0 0 0 0 0  0.0000
1707910430.0267 0 0 0 0 0 0 0 0  0.0000
1707910430.0348 0 0 0 0 0 0 0 0  0.0000
1707910430.0423 0 0 0 0 0 0 0 0  0.0000
1707910430.0514 0 0 0 0 0 0 0 0  0.0000
1707910430.0588 0 0 0 0 0 0 0 0  0.0000
1707910430.0674 0 0 0 0 0 0 0 0  0.0000
1707910430.0747 0 0 0 0 0 0 0 0  0.0000
1707910430.0835 0 0 0 0 0 0 0 0  0.0000
1707910430.0920 0 0 0 0 0 0 0 0  0.0000
1707910430.1000 0 0 0 0 0 0 0 0  0.0000
1707910430.1078 0 0 0 0 0 0 0 0  0.0000
1707910430.1154 0 0 0 0 0 0 0 0  0.0000
1707910430.1239 0 0 0 0 0 0 0 0  0.0000
1707910430.1318 0 0 0 0 0 0 0 0  0.0000
1707910430.1393 0 0 0 0 0 0 0 0  0.0000
1707910430.1473 0 0 0 0 0 0 0 0  0.0000
1707910430.1559 0 0 0 0 0 0 0 0  0.0000
1707910430.1636 0 0 0 0 0 0 0 0  0.0000
1707910430.1721 0 0 0 0 0 0 0 0  0.0000
1707910430.1797 0 0 0 0 0 0 0 0  0.0000
1707910430.1877 0 0 0 0 0 0 0 0  0.0000
1707910430.1957 0 0 0 0 0 0 0 0  0.0000
1707910430.2032 0 0 0 0 0 0 0 0  0.0000
1707910430.2111 0 0 0 0 0 0 0 0  0.0000
1707910430.2191 0 0 0 0 0 0 0 0  0.0000
1707910430.2277 0 0 0 0 0 0 0 0  0.0000
1707910430.2355 0 0 0 0 0 0 0 0  0.0000
1707910430.2435 0 0 0 0 0 0 0 0  0.0000
1707910430.2521 0 0 0 0 0 0 0 0  0.0000
1707910430.2600 0 0 0 0 0 0 0 0  0.0000
1707910430.2680 0 0 0 0 0 0 0 0  0.0000
1707910430.2755 0 0 0 0 0 0 0 0  0.0000
1707910430.2834 0 0 0 0 0 0 0 0  0.0000
1707910430.2914 0 0 0 0 0 0 0 0  0.0000
1707910430.3003 0 0 0 0 0 0 0 0  0.0000
1707910430.3079 0 0 0 0 0 0 0 0  0.0000
1707910430.3159 0 0 0 0 0 0 0 0  0.0000
1707910430.3234 0 0 0 0 0 0 0 0  0.0000
1707910430.3312 0 0 0 0 0 0 0 0  0.0000
1707910430.3392 0 0 0 0 0 0 0 0  0.0000
1707910430.3481 0 0 0 0 0 0 0 0  0.0000
1707910430.3557 0 0 0 0 0 0 0 0  0.0000
1707910430.3637 0 0 0 0 0 0 0 0  0.0000
1707910430.3712 0 0 0 0 0 0 0 0  0.0000
1707910430.3798 0 0 0 0 0 0 0 0  0.0000
1707910430.3881 0 0 0 0 0 0 0 0  0.0000
1707910430.3960 0 0 0 0 0 0 0 0  0.0000
1707910430.4036 0 0 0 0 0 0 0 0  0.0000
1707910430.4116 0 0 0 0 0 0 0 0  0.0000
